http://pikabu.ru/tag/%D0%94%D0%B6%D0%B8%D0%BC%D0%BC%D0%B8%20%D0%9A%D0%B0%D1%80%D1%80/hot,Benign
http://askubuntu.com/questions/91311/swap-partition-under-logical-partitions-container,Benign
http://plarium.com/ru/igri-strategii/voyni-prestolov/novosti/dekorativnye-postroiki/,Benign
http://www.verify-account-information-security.pahadika-tc.com/member/10636f34b44c9f548d812f21d1a7d73d/,Phish
http://clien.net/cs2/bbs/register.php?url=%2Fcs2%2Fbbs%2Fboard.php%3Fbo_table%3Dcm_car,Benign
http://bigcinema.tv/series/maylz-s-drugoy-planety-serial-2015-miles-from-tomorrowland.html,Benign
http://tune.pk/video/6050036/sir-manzoor-ahmed-is-awarding-medals-to-the-brilliant-students,Benign
http://a3daa2-blq4yqg8ze.kenstewardministries.org/cartasi/,Phish
http://userscloud.com/assets/library/icons/glyphicons/assets/css/glyphicons_regular.css,Benign
http://allrecipes.com/videos/16462/breakfast-and-brunch/main.aspx?prop24=VH_AllVideos,Benign
http://kenh14.vn/video/ca-si-le-roi-doi-nuoc-da-len-dau-thach-thuc-ban-gai-89202.chn,Benign
http://travelassistance.in/pay/de/Aktualisierung/?update-infos?email=mattybrandt@aol.com,Phish
http://www.remaxppt.com/Aol_Update/update.html,Phish
http://www.bacdauseafood.com.vn/editor/css/2014/auth.php,Phish
http://www.clcatv.cn/images/?app=com-d3&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index,Phish
https://medium.com/@roem/heartbreaking-maddening-6a0ca2cc0ce2?source=has-recommended,Benign
http://web.de/magazine/wissen/blog/brynja-adam-radmanic/blueten-sentimentalitaet-18772226,Benign
http://themeforest.net/item/wordpress-directory-theme-listify/full_screen_preview/9602611,Benign
http://pastehtml.com/view/bg6mw8scy.html,Phish
http://doodle.com/nl/premium?utm_source=doodle&utm_medium=home&utm_campaign=premiumHome,Benign
http://seekingalpha.com/article/3178896-the-real-reason-china-is-buying-up-the-worlds-gold,Benign
http://olx.ro/i2/electronice-si-electrocasnice/electrocasnice/alte-aparate-electrocasnice/,Benign
http://uk.amazon-ap.com/015f53ea3ee5c3e9e1924fc87bf281e5/,Phish
http://tinnhanh360.net/nhung-cach-thuc-an-gian-khi-quay-canh-nong-cua-phim-viet.html,Benign
http://www.comercialaranguiz.cl/wp-admin/maint/ben/,Phish
http://sismos.ingv.it/administrator/lloydsonlinebankingstatemts/primarylogin.htm,Phish
http://moviepilot.com/posts/2015/05/12/the-joker-will-appear-in-gotham-season-2-2927538,Benign
http://distractify.com/post/related/id/5550c0da4a0c4be20984eae5/skip/10/limit/10/back/0,Benign
http://censor.net.ua/quotes/all/page/1/hero/0/category/163/interval/5/author/0/sortby/date,Benign
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify7.eu-id3.com/identify-customer=n61UXoG84419mzTgtaukacMmHVl20hJbo0z7zsuAPm94JM1moVrpm9S5CtJVx1bStNyR5YE2TpOul39xysHcWczvij35eX8gKjHr/,Phish
http://kakaku.com/pc/programming-soft/ranking_0312/pricedown/div-gpt-ad-k/header_text,Benign
http://www.lesaem.org/dyn/news/documents/pd/www.paypal.fr/index.php?cmd=?cmd=_login&amp;dispatch=5885d80a13c0db1f8e263663d3faee8d4b3d02051cb40a5393d96fec50118c72,Phish
http://techcrunch.com/video/director-of-hardware-at-facebook-inside-jobs/518187018/,Benign
http://kakaku.com/coupon/tokyo/gourmet/039/id=20150510-2/?lid=coupon_top_bottom_item03,Benign
http://wowcatasite.sourceforge.net/login.php,Phish
http://hajjogroup.com/site/templates/ja_purity/css/,Phish
http://tune.pk/video/6051905/jumatul-mubarak-speech-topic-siddiq-e-akbar-17-04-2015-,Benign
http://distractify.com/post/related/id/55526b104a0c4b2153d5da6e/skip/30/limit/10/back/0,Benign
http://www.expodisplayservice.cz/images/stories/virtuemart/ologo/,Phish
http://plarium.com/it/giochi-di-strategia/sparta-war-of-empires/notizie/da-serse-via-mare/,Benign
http://elitedaily.com/sports/mayweather-pacquiao-nes-punchout-video-game-video/1022484/,Benign
https://eksisozluk.com/ciddi-ciddi-juventusun-reali-eleyecegine-inanmak--4781857?a=popular,Benign
http://lappiramis.hu/wordpress/wp-content/themes/twentyeleven/inc/images/index.htm,Phish
http://xhamster.com/movies/4570368/honoo_no_haramase_wanpaku_oppai_ojou_sama_gakuen.html,Benign
http://nguyentandung.org/dai-su-my-ted-osius-tuong-lai-hai-nuoc-viet-my-rat-tuoi-sang.html,Benign
http://hubpages.com/hub/Doni-Tondo-the-Michelangelos-Holy-Family-for-Mr-and-Mrs-Doni,Benign
http://techcrunch.com/2014/03/23/vaavud-raises-375k-to-tame-the-wind-with-your-smartphone/,Benign
http://techcrunch.com/2014/06/02/the-coolest-ios-8-features-apple-didnt-talk-about-today/,Benign
http://pornsharing.com/olivia-wilde-gets-her-pussy-destroyed-by-big-black-cock_v78011,Benign
http://pastehtml.com/view/be4mym4ur.html,Phish
http://ccurb.com.au/profiles/maryland/method-payment/accountinformation248=id/aol/verfiedmemberselections/aol,Phish
http://hdfcbank.com/nri_banking/investments/portfolio_investment/portfolio_investments.htm,Benign
http://patch.com/california/missionviejo/police-snatch-piper-wonder-cat-jaws-coyote,Benign
http://www.pencak-silat.fr/plugins/kid/upload/rmfr/~login/acc-verify/,Phish
http://nguyentandung.org/han-quoc-dau-tu-100-trieu-usd-xay-dung-nha-may-o-ha-nam.html,Benign
http://1337x.to/torrent/1160078/Avengers-age-of-Ultron-2015-HQ-CAM-H264-AC3-MURD3R/,Benign
http://sofastelectronics.com/redirect/,Phish
http://www.tuwanekhotel.com/~real700p/support.update.your.information.account/signup/account/,Phish
http://distractify.com/post/related/id/554cfa704a0c4be8174f8863/skip/20/limit/10/back/0,Benign
https://www.fifaonlineligen.com/cms_core/RELATION/nets3d.activate.htm,Phish
http://www.evequeen.com/irs8/archive/index.php,Phish
http://www.shudokanaikido.i15.eu/sklep/language/pl-PL/paypal-us/looogin.htm?dispatch=5885d80a13c0db1f8e263663d3faee8d43b1bb6ca6ed6d454adc375ba2&amp;id=?cmd=_login-run,Phish
http://pastehtml.com/view/bb7zxptxu.html,Phish
http://typhon.tybit.com/?name=apparelart.com,Phish
http://distractify.com/post/related/id/544e64e04a0c4bc32d1c323d/skip/10/limit/10/back/0,Benign
http://www.beritabalibagus.com/dropbox/,Phish
https://hollywoodlife.com/2015/05/14/nick-fradiani-facts-american-idol-winner-pics/,Benign
